iter	RMSE
296	0.02774617489
297	0.02759946358
298	0.02740930254
299	0.02729592347
300	0.02704398013
301	0.02662266576
302	0.02657433828
303	0.02633342593
304	0.02617313421
305	0.02600056059
306	0.02595998201
307	0.02593772338
308	0.02584202676
309	0.02571769405
310	0.02565824894
311	0.02561490976
312	0.02546280346
313	0.02537728643
314	0.02522634485
315	0.02518555349
316	0.02510952844
317	0.02475096843
318	0.02448990109
319	0.02417561325
320	0.02409433736
321	0.02404336003
322	0.02375054405
323	0.02367586208
324	0.02362815782
325	0.02335285919
326	0.02331831323
327	0.02328968774
328	0.02305469928
329	0.02286442334
330	0.02272706826
331	0.02268770453
332	0.02247605615
333	0.02232564482
334	0.02229711712
335	0.02210321778
336	0.02208312085
337	0.02206307081
338	0.0220457482
339	0.02195737561
340	0.02179464918
341	0.02161618181
342	0.0214695523
343	0.02125985015
344	0.02110409085
345	0.02096089633
346	0.02082461042
347	0.0206904625
348	0.02062627435
349	0.02046433375
350	0.02029645773
351	0.02011784759
352	0.01990498077
353	0.01986357296
354	0.01978442429
355	0.01963961365
356	0.01958544039
357	0.019529191
358	0.01925944874
359	0.01918910071
360	0.01903783593
361	0.01886823256
362	0.01885608533
363	0.01883634056
364	0.01867121971
365	0.01852012068
366	0.01836591703
367	0.0181524547
368	0.01796212293
369	0.01782418302
370	0.01773676089
371	0.01763215774
372	0.01739412985
373	0.01725726491
374	0.01724291428
375	0.01702394021
376	0.01690860725
377	0.01687119282
378	0.01684897721
379	0.01676462162
380	0.01662393139
381	0.01657926991
382	0.01649011628
