iter	Passed	Remaining
165	60	439
166	61	439
167	61	438
168	62	438
169	62	437
170	62	437
171	63	437
172	63	436
173	63	436
174	64	436
175	64	435
176	64	435
177	65	435
178	65	435
179	66	434
180	66	434
181	66	434
182	67	433
183	68	438
184	68	437
185	69	437
186	69	436
187	69	436
188	70	435
189	70	435
190	70	435
191	71	434
192	71	434
193	71	433
194	72	433
195	72	432
196	73	432
197	73	431
198	73	431
199	74	430
200	74	430
201	74	429
202	75	428
203	75	428
204	75	428
205	76	427
206	76	427
207	76	426
208	77	426
209	77	426
210	78	426
211	78	425
212	78	424
213	79	424
214	79	424
215	79	424
216	80	423
217	80	423
218	80	422
219	81	422
220	81	421
221	82	421
222	82	420
223	82	420
224	83	420
225	83	419
226	83	419
227	84	418
228	84	418
229	84	418
230	85	417
231	85	417
232	85	416
233	86	416
234	86	416
235	87	415
236	87	415
237	87	414
238	88	414
239	88	414
240	88	413
241	89	413
242	89	412
243	89	412
244	90	412
245	90	411
246	91	411
247	91	411
248	91	410
249	92	410
250	92	409
251	92	409
252	93	409
253	93	408
254	93	408
255	94	407
256	94	407
257	95	407
258	95	407
259	95	406
260	96	406
261	96	405
262	96	405
263	97	405
264	97	404
265	98	404
266	98	404
267	98	403
268	99	403
269	99	403
270	99	402
271	100	402
272	100	401
273	100	401
274	101	400
275	101	400
276	102	400
277	102	399
278	102	399
279	103	398
280	103	398
281	103	397
282	104	397
283	104	396
284	104	396
285	105	396
286	105	395
287	105	395
288	106	395
289	106	394
290	106	394
291	107	393
292	107	393
293	108	392
294	108	392
295	108	392
296	109	391
297	109	391
298	109	390
299	110	390
300	110	389
301	110	389
302	111	388
303	111	388
304	111	388
305	112	387
306	112	387
307	112	386
308	113	386
309	113	386
310	114	385
311	114	385
312	114	385
313	115	384
314	115	384
315	115	383
316	116	383
317	116	382
318	116	382
319	117	382
320	117	381
321	117	381
322	118	381
323	118	380
324	119	380
325	119	379
326	119	379
327	120	379
328	120	378
329	120	378
330	121	377
331	121	377
332	121	376
333	122	376
334	122	376
335	122	375
336	123	375
337	123	375
338	123	374
339	124	374
340	124	373
341	125	373
342	125	373
343	125	372
344	126	372
345	126	371
346	126	371
347	127	371
348	127	370
349	127	370
350	128	370
351	128	369
352	129	369
353	129	369
354	129	368
355	130	368
356	130	368
357	130	367
358	131	367
359	131	366
360	132	366
361	132	366
362	132	365
363	133	365
364	133	365
365	133	364
366	134	366
367	135	365
368	135	365
369	136	365
370	136	364
371	136	364
372	137	363
373	137	363
374	137	363
375	138	362
376	138	362
377	138	361
378	139	361
379	139	360
380	139	360
381	140	359
382	140	359
383	140	358
384	141	358
385	141	358
386	141	357
387	142	357
388	143	359
389	143	358
390	144	358
391	144	357
392	144	357
393	145	357
394	145	356
395	145	356
396	146	355
397	146	355
398	146	354
399	147	354
400	147	354
401	148	353
402	148	353
403	148	353
404	149	353
405	149	353
406	150	352
407	150	352
408	150	351
409	151	351
410	151	351
411	151	350
412	152	350
413	152	349
414	153	349
415	153	349
416	153	348
417	154	348
418	154	347
419	154	347
420	155	347
421	155	347
422	156	346
423	156	346
424	156	346
425	157	345
426	157	345
427	158	345
428	158	344
429	158	344
430	159	344
431	159	343
432	159	343
433	160	343
434	160	342
435	160	342
436	161	341
437	161	341
438	162	341
439	162	340
440	162	340
441	163	340
442	163	339
443	163	339
444	164	339
445	164	338
446	165	338
447	165	337
448	165	337
449	166	337
450	166	336
451	166	336
452	167	335
453	167	335
454	168	335
455	168	334
456	168	334
457	169	334
458	169	333
459	169	333
460	170	333
461	170	332
462	171	332
463	171	332
464	171	331
465	172	331
466	172	331
467	172	330
468	173	330
469	173	329
470	173	329
471	174	328
472	174	328
473	174	328
474	175	327
475	175	327
476	175	326
477	176	326
478	176	325
479	176	325
480	177	325
481	177	324
482	178	324
483	178	323
484	178	323
485	179	323
486	179	322
487	179	322
488	180	322
489	180	321
490	181	321
491	181	321
492	181	320
493	182	320
494	182	320
495	182	319
496	183	319
497	183	318
498	184	318
499	184	318
500	184	317
501	185	317
502	185	316
503	185	316
504	186	316
505	186	315
506	186	315
507	187	315
508	187	314
509	187	314
510	188	314
511	188	313
512	189	313
513	189	312
514	189	312
515	190	312
516	190	311
517	190	311
518	191	310
519	191	310
520	191	310
521	192	309
522	192	309
523	193	309
524	193	308
525	193	308
526	194	308
527	194	307
528	194	307
529	195	306
530	195	306
531	195	306
532	196	305
533	196	305
534	197	304
535	197	304
536	197	304
537	198	303
538	198	303
539	198	303
540	199	302
541	199	302
542	200	302
543	200	301
544	200	301
545	201	301
546	201	300
547	201	300
548	202	299
549	202	299
550	202	299
551	203	298
552	203	298
553	203	297
554	204	297
555	204	297
556	205	296
557	205	296
558	205	296
559	206	295
560	206	295
561	206	294
562	207	294
563	207	294
564	207	293
565	208	293
566	208	293
567	209	292
568	209	292
569	210	292
570	210	291
571	210	291
572	211	291
573	211	290
574	211	290
575	212	289
576	212	289
577	212	289
578	213	288
579	213	288
580	213	287
581	214	287
582	214	287
583	214	286
584	215	286
585	215	286
586	216	285
587	216	285
588	216	284
589	217	284
590	217	284
591	217	283
592	218	283
593	218	283
594	218	282
595	220	283
596	220	282
597	220	282
598	221	282
599	221	281
600	221	281
601	222	281
602	222	280
603	223	280
604	223	279
605	223	279
606	224	279
607	224	278
608	224	278
609	225	277
610	225	277
611	225	277
612	226	276
613	226	276
614	226	275
615	227	275
616	227	275
617	227	274
618	228	274
619	228	274
620	229	273
621	229	273
622	229	272
623	230	272
624	230	271
625	230	271
626	231	271
627	231	270
628	231	270
629	232	270
630	232	269
631	232	269
632	233	268
633	233	268
634	233	268
635	234	267
636	234	267
637	235	267
638	235	266
639	235	266
640	236	266
641	236	265
642	237	265
643	237	265
644	237	264
645	238	264
646	238	263
647	238	263
648	239	263
649	239	262
650	240	262
651	240	262
652	240	261
653	240	261
654	241	260
655	241	260
656	242	260
657	242	259
658	242	259
659	243	259
660	243	258
661	243	258
662	244	257
663	244	257
664	245	257
665	245	256
666	245	256
667	246	256
668	246	255
669	246	255
670	247	254
671	247	254
672	247	254
673	248	253
674	248	253
675	248	252
676	249	252
677	249	252
678	249	251
679	250	251
680	250	250
681	251	250
682	251	250
683	251	250
684	252	249
685	252	249
686	252	248
687	253	248
688	253	248
689	254	247
690	254	247
691	254	247
692	255	246
693	255	246
694	255	246
695	256	245
696	256	245
697	257	244
698	257	244
699	257	244
700	258	243
701	258	243
702	258	243
703	259	242
704	259	242
705	259	241
706	260	241
707	260	241
708	260	240
709	261	240
710	261	239
711	262	239
712	262	239
713	262	238
714	263	238
715	263	238
716	263	237
717	264	237
718	264	237
719	265	236
720	265	236
721	265	235
722	266	235
723	266	235
724	266	234
725	267	234
726	267	234
727	268	233
728	268	233
729	268	233
730	269	232
731	269	232
732	269	231
733	270	231
734	270	231
735	270	230
736	271	230
737	271	230
738	272	229
739	272	229
740	272	228
741	273	228
742	273	228
743	273	227
744	274	227
745	274	226
746	274	226
747	275	226
748	275	225
749	275	225
750	276	225
751	276	224
752	276	224
753	277	223
754	277	223
755	278	223
756	278	222
757	278	222
758	279	222
759	279	221
760	279	221
761	280	221
762	280	220
763	281	220
764	282	220
765	282	220
766	282	219
767	283	219
768	283	218
769	283	218
770	284	218
771	284	217
772	284	217
773	285	217
774	285	216
775	285	216
776	286	215
777	286	215
778	287	215
779	287	214
780	287	214
781	288	214
782	288	213
783	288	213
784	289	212
785	289	212
786	289	212
787	290	211
788	290	211
789	290	210
790	291	210
791	291	210
792	291	209
793	292	209
794	292	209
795	292	208
796	293	208
797	293	208
798	294	207
799	294	207
800	294	206
801	295	206
802	295	206
803	295	205
804	296	205
805	296	205
806	297	204
807	297	204
808	297	203
809	298	203
810	298	203
811	298	202
812	299	202
813	299	201
814	299	201
815	300	201
816	300	200
817	300	200
818	302	200
819	302	200
820	302	200
821	303	199
822	303	199
823	304	198
824	304	198
825	304	198
826	305	197
827	305	197
828	305	197
829	306	196
830	306	196
831	307	195
832	307	195
833	307	195
834	307	194
835	308	194
836	308	193
837	308	193
838	309	193
839	309	192
840	309	192
841	310	191
842	310	191
843	310	191
844	311	190
845	311	190
846	311	190
847	312	189
848	312	189
849	313	188
850	313	188
851	313	188
852	314	187
853	314	187
854	314	187
855	315	186
856	315	186
857	316	186
858	316	185
859	316	185
860	317	184
861	317	184
862	317	184
863	318	183
864	318	183
865	318	183
866	319	182
867	319	182
868	319	181
869	320	181
870	320	181
871	321	181
872	322	180
873	322	180
874	323	180
875	323	179
876	323	179
877	324	179
878	324	178
879	324	178
880	325	177
881	325	177
882	326	177
883	326	176
884	326	176
885	327	176
886	327	175
887	327	175
888	328	174
889	328	174
890	328	174
891	329	173
892	329	173
893	330	173
894	330	172
895	330	172
896	331	172
897	331	171
898	331	171
899	332	170
900	332	170
901	333	170
902	333	169
903	333	169
904	334	169
905	334	168
906	334	168
907	335	167
908	335	167
909	335	167
910	336	166
911	336	166
912	337	166
913	337	165
914	337	165
915	338	165
916	338	164
917	338	164
918	339	163
919	339	163
920	339	163
921	340	162
922	340	162
923	340	162
924	341	161
925	341	161
926	341	160
927	342	160
928	342	160
929	343	159
930	343	159
931	343	158
932	344	158
933	344	158
934	344	157
935	345	157
936	345	157
937	345	156
938	346	156
939	346	155
940	347	155
941	347	155
942	347	154
943	347	154
944	348	154
945	348	153
946	349	153
947	349	152
948	349	152
949	350	152
950	350	151
951	350	151
952	351	151
953	351	150
954	351	150
955	352	149
956	352	149
957	352	149
958	353	148
959	353	148
960	354	148
961	354	147
962	354	147
963	355	146
964	355	146
965	355	146
966	356	145
967	356	145
968	357	145
969	357	144
970	357	144
971	358	144
972	358	143
973	358	143
974	359	142
975	359	142
976	359	142
977	360	141
978	360	141
979	361	141
980	361	140
981	361	140
982	362	140
983	362	139
984	362	139
985	363	138
986	363	138
987	364	138
988	364	137
989	364	137
990	365	137
991	365	136
992	365	136
993	366	135
994	366	135
995	366	135
996	367	134
997	367	134
998	367	134
999	368	133
1000	369	133
1001	369	133
1002	369	132
1003	370	132
1004	370	132
1005	371	131
1006	371	131
1007	371	130
1008	372	130
1009	372	130
1010	372	129
1011	373	129
1012	373	129
1013	373	128
1014	374	128
1015	374	127
1016	375	127
1017	375	127
1018	375	126
1019	376	126
1020	376	126
1021	376	125
1022	377	125
1023	377	124
1024	377	124
1025	378	124
1026	378	123
1027	378	123
1028	379	123
1029	379	122
1030	379	122
1031	380	121
1032	380	121
1033	380	121
1034	381	120
1035	381	120
1036	381	120
1037	382	119
1038	382	119
1039	383	118
1040	383	118
1041	383	118
1042	384	117
1043	384	117
1044	384	117
1045	385	116
1046	385	116
1047	385	115
1048	386	115
1049	386	115
1050	386	114
1051	387	114
1052	387	114
1053	387	113
1054	388	113
1055	388	112
1056	388	112
1057	389	112
1058	389	111
1059	390	111
1060	390	111
1061	390	110
1062	391	110
1063	391	109
1064	391	109
1065	392	109
1066	392	108
1067	392	108
1068	393	108
1069	393	107
1070	393	107
1071	394	107
1072	394	106
1073	395	106
1074	395	105
1075	395	105
1076	396	105
1077	396	104
1078	396	104
1079	397	104
1080	397	103
1081	397	103
1082	398	102
1083	398	102
1084	398	102
1085	399	101
1086	399	101
1087	399	101
1088	400	100
1089	400	100
1090	401	100
1091	401	99
1092	401	99
1093	402	98
1094	402	98
1095	402	98
1096	403	97
1097	403	97
1098	403	97
1099	404	96
1100	404	96
1101	404	95
1102	405	95
1103	405	95
1104	406	94
1105	406	94
1106	406	94
1107	407	93
1108	407	93
1109	407	92
1110	408	92
1111	408	92
1112	408	91
1113	409	91
1114	409	91
1115	410	90
1116	410	90
1117	410	89
1118	411	89
1119	411	89
1120	411	88
1121	412	88
1122	412	88
1123	412	87
1124	413	87
1125	413	87
1126	414	86
1127	414	86
1128	414	85
1129	415	85
1130	415	85
1131	415	84
1132	416	84
1133	416	84
1134	417	83
1135	417	83
1136	417	83
1137	418	82
1138	418	82
1139	418	81
1140	419	81
1141	419	81
1142	419	80
1143	420	80
1144	420	80
1145	421	79
1146	421	79
1147	421	78
1148	422	78
1149	422	78
1150	422	77
1151	423	77
1152	423	77
1153	423	76
1154	424	76
1155	424	76
1156	425	75
1157	425	75
1158	425	74
1159	426	74
1160	426	74
1161	427	73
1162	427	73
1163	427	73
1164	428	72
1165	428	72
1166	428	72
1167	429	71
1168	429	71
1169	429	70
1170	430	70
1171	430	70
1172	430	69
1173	431	69
1174	431	69
1175	432	68
1176	432	68
1177	432	67
1178	433	67
1179	433	67
1180	433	66
1181	434	66
1182	434	66
1183	434	65
1184	435	65
1185	435	65
1186	435	64
1187	436	64
1188	436	63
1189	437	63
1190	437	63
1191	437	62
1192	438	62
1193	438	62
1194	438	61
1195	439	61
1196	439	60
1197	439	60
1198	440	60
1199	440	59
1200	441	59
1201	441	59
1202	441	58
1203	442	58
1204	442	58
1205	442	57
1206	443	57
1207	443	56
1208	443	56
1209	444	56
1210	444	55
1211	445	55
1212	445	55
1213	445	54
1214	446	54
1215	446	53
1216	447	53
1217	448	53
1218	448	52
1219	448	52
1220	449	52
1221	449	51
1222	450	51
1223	450	51
1224	450	50
1225	451	50
1226	451	50
1227	451	49
1228	452	49
1229	452	48
1230	453	48
1231	453	48
1232	453	47
1233	454	47
1234	454	47
1235	455	46
1236	455	46
1237	455	46
1238	456	45
1239	456	45
1240	456	44
1241	457	44
1242	457	44
1243	457	43
1244	458	43
1245	458	43
1246	459	42
1247	459	42
1248	459	41
1249	460	41
1250	460	41
1251	460	40
1252	461	40
1253	461	40
1254	461	39
1255	462	39
1256	462	39
1257	462	38
1258	463	38
1259	463	37
1260	463	37
1261	464	37
1262	464	36
1263	465	36
1264	465	36
1265	465	35
1266	466	35
1267	466	34
1268	466	34
1269	467	34
1270	467	33
1271	467	33
1272	468	33
1273	468	32
1274	469	32
1275	469	32
1276	469	31
1277	470	31
1278	470	30
1279	470	30
1280	471	30
1281	471	29
1282	472	29
1283	472	29
1284	472	28
1285	473	28
1286	473	27
1287	474	27
1288	474	27
1289	474	26
1290	475	26
1291	475	26
1292	476	25
1293	476	25
1294	476	25
1295	477	24
1296	477	24
1297	477	23
1298	478	23
1299	478	23
1300	478	22
1301	479	22
1302	479	22
1303	480	21
1304	480	21
1305	480	20
1306	481	20
1307	481	20
1308	482	19
1309	482	19
1310	482	19
1311	483	18
1312	483	18
1313	483	18
1314	484	17
1315	484	17
1316	484	16
1317	485	16
1318	485	16
1319	485	15
1320	486	15
1321	486	15
1322	486	14
1323	487	14
1324	487	13
1325	488	13
1326	488	13
1327	488	12
1328	489	12
1329	489	12
1330	489	11
1331	490	11
1332	490	11
1333	491	10
1334	491	10
1335	491	9
1336	492	9
1337	492	9
1338	492	8
1339	493	8
1340	493	8
1341	493	7
1342	494	7
1343	494	6
1344	495	6
1345	495	6
1346	495	5
1347	496	5
1348	496	5
1349	497	4
1350	497	4
1351	497	4
1352	498	3
1353	498	3
1354	498	2
1355	499	2
1356	499	2
1357	500	1
1358	500	1
1359	500	1
1360	501	0
1361	501	0
1362	501	0
