iter	RMSE
986	0.01693707524
987	0.01690038701
988	0.01688939287
989	0.01686665076
990	0.01682504495
991	0.0168001726
992	0.0167631736
993	0.01672431358
994	0.01671861982
995	0.01667401355
996	0.01662453334
997	0.01658712754
998	0.01655996483
999	0.0165517683
1000	0.01652430094
1001	0.01650930132
1002	0.01647475756
1003	0.01641705266
1004	0.01639449533
1005	0.01638556095
1006	0.01634035186
1007	0.01632075311
1008	0.01628032695
1009	0.01624960009
1010	0.01623359228
1011	0.01622163035
1012	0.01616868671
1013	0.01612441098
1014	0.01610447374
1015	0.01608040931
1016	0.01605882816
1017	0.01604913684
1018	0.01602602689
1019	0.01600735184
1020	0.01598528327
1021	0.01594318498
1022	0.01591287793
1023	0.01588752016
1024	0.01588005408
1025	0.01583137573
1026	0.01581004818
1027	0.0157720244
1028	0.01576161516
1029	0.01571890455
1030	0.01570585681
1031	0.01567409194
1032	0.01566497137
1033	0.01564948031
1034	0.01561358984
1035	0.01559713854
1036	0.01558872883
1037	0.01557261619
1038	0.01553189271
1039	0.01551345743
1040	0.01549866386
1041	0.01547488572
1042	0.01542711107
1043	0.01538881049
1044	0.01532967095
1045	0.01530905015
1046	0.01524601909
1047	0.01523975998
1048	0.01520495517
1049	0.01519797366
1050	0.01516032843
1051	0.01512185607
1052	0.01508784374
1053	0.01504894426
1054	0.01503838479
1055	0.01502584999
1056	0.01501970347
1057	0.01498195763
1058	0.01494548972
1059	0.01492455661
1060	0.01491732878
1061	0.01490760565
1062	0.01488703392
1063	0.01484303785
1064	0.01481109414
1065	0.01480326153
1066	0.01475924908
1067	0.01473583736
1068	0.01472143938
1069	0.01471656479
1070	0.01467859008
1071	0.01467138989
1072	0.01463524176
1073	0.01460575172
1074	0.01459233173
1075	0.01454448246
1076	0.01453408928
1077	0.014513121
1078	0.01449478618
1079	0.01446950235
1080	0.01446535729
1081	0.01445912367
1082	0.01444959461
1083	0.01442504145
1084	0.01438380734
1085	0.01435159702
1086	0.01432991843
1087	0.01432564143
1088	0.01432173081
1089	0.014287499
1090	0.01427905634
1091	0.01424947746
1092	0.01423688646
1093	0.01423032642
1094	0.01420526879
1095	0.01417501386
1096	0.01415690862
1097	0.01413743539
1098	0.01410713762
1099	0.01409348684
1100	0.01407898316
1101	0.01404395449
1102	0.01401245895
1103	0.01399524834
1104	0.01396473231
1105	0.01393286448
1106	0.01391827118
1107	0.01389728308
1108	0.01385540944
1109	0.01381317836
1110	0.01379932085
1111	0.01376344403
1112	0.01373928691
1113	0.01370208584
1114	0.01366742172
1115	0.01366326761
1116	0.01363354729
1117	0.01361427857
1118	0.01360333804
1119	0.01358491707
1120	0.01356970238
1121	0.01354506136
1122	0.01354116364
1123	0.01350223635
1124	0.01349744405
1125	0.01347941861
1126	0.01347607979
1127	0.0134452719
1128	0.01341562446
1129	0.01341202604
1130	0.01339435174
1131	0.01336800155
1132	0.01335453726
1133	0.01330994235
1134	0.01328630985
1135	0.01327681827
1136	0.01325018252
1137	0.01324511277
1138	0.01321291021
1139	0.01320643472
1140	0.01319502351
1141	0.01316780218
1142	0.01313767048
1143	0.01309119854
1144	0.01306437333
1145	0.01303637
1146	0.01300878898
1147	0.01296518772
1148	0.01294105292
1149	0.01289798871
1150	0.01287389907
1151	0.0128618449
1152	0.01283715267
1153	0.01283005617
1154	0.0128177983
1155	0.01277865536
1156	0.01275417108
1157	0.01271866318
1158	0.01269726665
1159	0.01267834445
1160	0.01264028098
1161	0.01260216075
1162	0.01255920823
1163	0.01252348542
1164	0.0125051999
1165	0.01249897667
1166	0.01245785807
1167	0.01242812645
1168	0.01241058034
1169	0.01239649899
1170	0.0123887001
1171	0.01237811516
1172	0.01233782172
1173	0.01230017843
1174	0.01228038354
1175	0.0122437371
1176	0.01223104262
1177	0.01221609179
1178	0.01218465067
1179	0.01217507206
1180	0.01217096765
1181	0.01215133789
1182	0.0121447668
1183	0.01211306841
1184	0.012080759
1185	0.01206040741
1186	0.01202685124
1187	0.01198605018
1188	0.01196976539
1189	0.01195404722
1190	0.01194804582
1191	0.01193405804
1192	0.01190077505
1193	0.01187730249
1194	0.01186221307
1195	0.01184502546
1196	0.01182606681
1197	0.01179455984
1198	0.01175846567
1199	0.01174033478
1200	0.01171046656
1201	0.01168949426
1202	0.01165460884
1203	0.01161642272
1204	0.01157956134
1205	0.01156409529
1206	0.01155993327
1207	0.01154062348
1208	0.01152925126
1209	0.01151748391
1210	0.01149545152
1211	0.01147769212
1212	0.01145874004
1213	0.01143456864
1214	0.01141460994
1215	0.01140121362
1216	0.01138350061
1217	0.01134812516
1218	0.01130814127
1219	0.01128307785
1220	0.01127039681
1221	0.01125028546
1222	0.01122640679
1223	0.01120892334
1224	0.01118055008
1225	0.0111667304
1226	0.01115903977
1227	0.01115050726
1228	0.01113522617
1229	0.01111505388
1230	0.01109323098
1231	0.01108132773
1232	0.0110633665
1233	0.01103288186
1234	0.01101654806
1235	0.01098407305
1236	0.01096782584
1237	0.01094446352
1238	0.01091377061
1239	0.0108919083
1240	0.01087890712
1241	0.01085169112
1242	0.01084099409
1243	0.01083288056
1244	0.01081311527
1245	0.01079951955
1246	0.01078579334
1247	0.01075438944
1248	0.01072021966
1249	0.01070295452
1250	0.01068218409
1251	0.01066753782
1252	0.01065419991
1253	0.01063398431
1254	0.0106232772
1255	0.01061212073
1256	0.01058007433
1257	0.01056876356
1258	0.01055746346
1259	0.01053212961
1260	0.01052819261
1261	0.0105165989
1262	0.01050980457
1263	0.01048612845
1264	0.0104547265
1265	0.01044483593
1266	0.01043809116
1267	0.01041843794
1268	0.0103973247
1269	0.01039204457
1270	0.01037877499
1271	0.01037431463
1272	0.01034518162
1273	0.01033004733
1274	0.01031791313
1275	0.01028808886
1276	0.01027096161
1277	0.01024103258
1278	0.01021258763
1279	0.01021056858
1280	0.01020774454
1281	0.01020180672
1282	0.01018838027
1283	0.01016043201
1284	0.01013300381
1285	0.01012047627
1286	0.01009791335
1287	0.01008961841
1288	0.01008058763
1289	0.01006477324
1290	0.01004404758
1291	0.01001719895
1292	0.01001433653
1293	0.009993799865
1294	0.009981684429
1295	0.009959556589
1296	0.009953885812
1297	0.009935311429
1298	0.009927133671
1299	0.009911416941
1300	0.009900214859
1301	0.009878519056
1302	0.009858364283
1303	0.009838840463
1304	0.009823389014
1305	0.009816215388
1306	0.009790724576
1307	0.009782569323
1308	0.009763920974
1309	0.009745199903
1310	0.009721662019
1311	0.009690911071
1312	0.009656568839
1313	0.009643144748
1314	0.00961409564
1315	0.009599402645
1316	0.009582943332
1317	0.009570529757
1318	0.009557309181
1319	0.009532746814
1320	0.009523951943
1321	0.009518972734
1322	0.009505518259
1323	0.009480675072
1324	0.009456678644
1325	0.009447440334
1326	0.009429182216
1327	0.009393757762
1328	0.009371351732
1329	0.009348966277
1330	0.009339359894
1331	0.009323250122
1332	0.009294518919
1333	0.00926657032
1334	0.009257395809
1335	0.00923367064
1336	0.009213696672
1337	0.009185895151
1338	0.009183449127
1339	0.009174102841
1340	0.009152916473
1341	0.009125975915
1342	0.009116398644
1343	0.0091095962
1344	0.009099636102
1345	0.009095662701
1346	0.009079244326
1347	0.009059668955
1348	0.009044106498
1349	0.009033219321
1350	0.009017747612
1351	0.009001831062
1352	0.008983033277
1353	0.008968816502
1354	0.008944078805
1355	0.008917810379
1356	0.008909668914
1357	0.008898606876
1358	0.008890150662
1359	0.00887922423
1360	0.008871146732
1361	0.008856896915
1362	0.00883182552
